Tweet_index	Tweet_text	Label
622966398990442497	@ username @ @ username @ sure but we got to watch a random soccer match instead! # cbc * # sarcasm *	1
623083169982623744	it is only been out for  number  years though i am sure they will fix it. # sarcasm *	1
622963176166944768	this is great, i get to see people live tweet wresting. awesome. # sarcasm *	1
622951000375070720	next on cnn; we attempt to interview the shark that attacked mick fanning on whether he knows anything about mh number . - wolf blitzer # sarcasm *	1
623017621793935360	i am so glad i pay £ number . number  a week to use @ username @ what with the windows letting in rain, well worth it # sarcasm * 😐🌂☔️	1
623063796966367232	off to spend  number  hours in my most favourite city in all of canada... # toronto * # sarcasm *	1
622943029016444928	@ username @ your illegal voter purge, and constant # voter suppression * tactics, thanks for that # sarcasm *	1
623059469707034624	i just looked up some ex girlfriends on facebook to say to a friend,  imagine if i married her  and they have unfriended me. rude! # irony *	1
622889334157504512	let us all talk about our crushing loneliness! because it is a super fun experience. # sarcasm *	1
622947302492258304	a totally not panic-attack inducing way to spend a sunday night. # sarcasm * # cannot breathe * # will not sleep *	1
622903559240069120	jackie speaking the bb gospel she picked up from being wallpaper. you go girl. # sarcasm * # bb  number  *	1
622923690284466176	i have no aversions to having kids someday 😂😂😂 # sarcasm *	1
622993261918089216	 number  million? well that is depressing. too bad for the cheaters. # sarcasm * # scorn * # ridicule * # enjoy karma *	1
623046610042376192	so thankful for this explanation. # sarcasm * @ username @ @ username @ @ username @ @ username @ @ username @ @ username @	1
622932141702283264	photo: when someone says a dumb statement, the # sarcasm * juices start to tingle.	1
623065340788903936	if std was game, you could have won olympics gold model  number  times. @ username @ # sarcasm *	1
622929667914399744	this is my bed it is all the way on the floor yay # sarcasm *	1
622977473039368192	@ username @ well ok then, you make a valid point. i really agree with the post i forgot to type # sarcasm * ps love you guys, great stuff	1
622959100016529410	goodnight i have a cooking class tomorrow and i have to be up at  number am so that is really fun # sarcasm * bye	1
622922907266650112	i love white people singing  la bamba  and pronouncing it  lah bam-bah  # sarcasm *	1
622925618024333312	i really like the fact twitter is almost like facebook in some cases # sarcasm * # noone cares * # jk * # for laughs only * # i ly * # no but seriously *	1
623022706821328896	seen on ig feed hello # type * # lettering * # typography * # hand drawn * # handwritten font * # type gang * # mondays * # yay * # sarcasm * by …	1
622942716557574145	i am selfish for wanting a life that makes me happy? right. exactly. makes so much sense. # sarcasm *	1
622905174550405120	mick fanning you so lucky! most people never get the chance to see a shark up close and personal! :) # sarcasm * # ohs hit *	1
622166054647808000	the story of my life so far # friends * # chandler * # sarcastic * # seriously though *	1
622949336440156160	@ username @ @ username @ @ username @ @ username @ i am so surprised, usually i would not expect this from a cardinals fan. # sarcasm * # obviously *	1
623069048713023488	by trying # irony * @ username @ one reason i cannot bed a prostitute..... hw can i put my trust on rubber?	1
623058098421260288	discussing security... # ietf  number  * # irony *	1
622887902293438464	just love when i am at work and my wife let us our daughter run wild on youtube. # sarcasm * # fuck one direction *	1
623082098715402240	. @ username @ complain about @ username @ claiming irish golfer as brit but claim surfer as 'irish-australian' # irony *	1
623056918173642752	@ username @ that is for itunes bought stuff... not ripped cd's that you bought and own. # dirty pirate * # sarcasm * @ username @ @ username @	1
623046615742464000	telegraph agency of soviet union (anybody surprised?) says kiev (illiterate spelling!) again used su- number . # sarcasm * @ username @	1
622546379689201664	when i am upset or frustrated my # sarcastic * remarks become  number ,ooo,ooo,ooo x's more aggressive 😒	1
622913578585182208	can i just thank the many hundreds of beautiful  number -something girls on twitter who work tirelessly to post links to clickbait sites. # sarcasm *	1
622913784533774336	come on it is only about southern heritage and pride...alrighty # kkk * # sarcasm *	1
622929808217866240	@ username @ @ username @ because everyone decides to shoot up the military when they are depressed...... # sarcasm *	1
622913317217148930	@ username @ that does sound like a great way to cool down # sarcasm *	1
622958837008572416	@ username @ we won bb tho yaaaaaay # sarcasm * # rather wins f * # or atleast marvel *	1
622961036153503744	@ username @ your feed is doing wonders for rentals at tudor heights. # sarcasm *	1
622955013355216896	that justin trudeau bashing ad.. so lame. # sarcasm * # bullying * # childish * # sorry not sorry * ugh	1
623023026632667136	most wanted dacoit killed by police in shikarpur. thank you, dg rangers. # sarcasm *	1
623020259583201280	@ username @ reality.!! agreed ! but fan off kar kay on karna b bhol jatay hain. and that is reality too . # sarcasm * 😉	1
623064085618393088	stunning photo showing how renewables are saving nature, environment and the planet. thank you, @ username @ ! # irony *	1
622918852096032768	the philosophy of life is all about ass: # as s * # life * # humor * # sarcasm *	1
622967632489246720	well sucky night capped off a sucks weekend. yay tomorrow is monday. # sarcasm *	1
622987783985070086	roflmao yeah, because adding is not an increase # sarcasm * @ username @ @ username @ @ username @ @ username @ @ username @ @ username @	1
622963534603816961	i love it when you try to help me with my flaws. no really, i had no idea they were there. # sarcasm * # no just no *	1
623150659446018048	fav moment in sepp blatter vid ( time ):  we have to clean here first. this has nothing to do with football.  # irony *	1
623121784288710656	just found this while walking my human.... # irony * # detroit *	1
623177030683627520	@ username @ @ username @ trump may want to site mccain signing the corker bill next time subject comes up # irony *	1
623154420415528960	. @ username @ said # hack * was  unprovoked - but the sites existence is a provocation, no? # ashley madison * # irony *	1
623181343304781824	@ username @ absolutely. now who do we know that would do this kind of work? # sarcasm * # sports branding *	1
623092185454481408	do you know that super yeay satisfying feeling when you get to say exactly what you wanted to say in just  number  characters # life * # goals * # irony *	1
623135546211069953	if you are going to call someone ignorant and stupid on social media, can you at least spell it right? # irony *	1
623181616496701440	@ username @ he should have bought a bigger flag # sarcasm * 😁😈	1
623178869219151872	boy these young girls in here are going to love me # sarcasm *	1
623138393539657728	mccain is a neurotic war hero, so it is ok if he marginalizes us as his party's base. @ username @ # sarcasm *	1
623110940242874368	two recent tweets on sexism have been favorited by twitter accounts that just send out pictures of half-naked women # irony *	1
623166613852934144	lol you are doing it right # clash of clans * # gemme d * # sarcasm *	1
623185975376801792	when they finally came to air.....at least cash wars was not missed # irony * !!!! @ username @ @ username @ @ username @ @ username @ bbc	1
623144887970500608	@ username @ @ username @ @ username @ yes, that is *exactly* what i did. # sarcasm *	1
623141201621983233	please @ username @ we need more captain america, its so good! # irony * # marvel * # milk that cow *	1
623150737380503552	# irony * at it is best.	1
623185320486416385	lol looks like pti opened up a laundry service... raw daagh bhi nikal jatay hain kia? :p # leave m qm join pti * # irony *	1
623164015653560320	oh the # irony * is strong in this one ... effed and wreked ;). # karma *	1
623084679189630976	glad i got a lot of sleep last night # sarcasm *	1
623100163641470977	head lines # auto correct * # copy writing * # irony * # proofreading * # saudi arabia * # sub editing * # typo * # un *	1
623111614372274176	@ username @ a law that did not reach far enough and has to be expanded upon?! is that even possible?!?! # sarcasm *	1
623184285768511488	when someone enters into an ashley madison account it is a sacred bond of trust. now it is broken and may never be repaired # sarcasm *	1
623145732090916866	no it is awesome that people do not know how to drive causing me to be late to work # sarcasm *	1
623179000551092224	@ username @ big time fan there with that sick throwback jersey. # sarcasm *	1
623124361118154753	know what is not awkward? running into a former students' parent in the ob/gyn waiting room. # sarcasm * # awkward small talk * # jud gy looks *	1
623126953994907648	thank you for your nice comments about me @ username @ # # sarcasm *	1
623101152251392000	# baj rang i bhai j a an *  number st movie to watch with my # mother in law * # happy * # irony * she shares her birth date with salmankhan :)	1
623095438074228738	this from a show that is all about time pressure. # house rules * # irony *	1
623183377919684608	@ username @ they have been considered in school books as a worrier what else you want! # nish a sharma * # sarcasm *	1
623172578710962176	@ username @ @ username @ that is totally what i said. # sarcasm *	1
623183540952416256	rip my beloved size  number  way to big for me sandal. # forever missed * # sarcastic *	1
623182417835257856	@ username @ carmen is an awesome song/video. the irony is not lost on me that i am using twitter to tell you! # irony * # brilliant *	1
623189483584921600	website for cheating spouses hacked,  number m users’ data at risk # poetic * # justice * # irony * # you have been warned *	1
623103330341027840	@ username @ @ username @ sporting new tervis from jim beam stillhouse for my  number st physical therapy session # irony *	1
623173914114572288	this stuff...not a fan. # sarcasm * # wald ro up vaca  number  * @ beachview condos	1
623166766068334592	@ username @ @ username @ sorry for not taking a close part in this keyboard fight, you can win this round if you would like... # sarcasm *	1
623140228103041024	@ username @ slams @ username @  number  mccain comments when he is said worse to our vets. # telling it like it is * # irony *	1
623093610175528960	here's the 'anti-national' @ username @ supporting british rule in india at oxford. # sarcasm *	1
623163634462556160	@ username @ my love,do not let me leave. # cn blue * # irony *	1
623125599389794305	president should give his resignation. # irony * :-d:-d:-d	1
623140575227826176	camp craft was fun, but now i - a woman who never paints her nails - have  number  bottles of bright-colored nail polish. # irony *	1
623157307283767297	@ username @ tells itv news he will take  number % pay rise:  the right thing to do is to be paid the rate for the job  # irony * # gp no deal * # nhs *	1
623124123242340352	work done for the day now to go home and strip wash lolas nappies. my life is nothing if not glamorous # sarcasm *	1
623096262968123392	@ username @ no you are right we should not demonise communties, we should just spy on them & consider them extremists from childhood # irony *	1
623093573135769600	wow.keep me on a  number  deg plane delayed for an hour w/rude staff and this is ur response?apology accepted # sarcasm *	1
623180297882841088	the killers, and my memories associated with them, are so good that listening to them is utterly torturous # irony *	1
623133772674924544	@ username @ @ username @ but but they are only, misunderstood, they have done plenty of good things too. # sarcasm *	1
623181801775742976	a mate of mine says he cannot find any time to meet me today because he has back to back agile meetings. # irony *	1
623143660452843520	i made myself a vegan dinner treat and now it is time to catch up with hannibal season  number ! # irony *	1
623166427898474496	oh russia cheats in sports? news to me. # sarcasm * no # fifa  number  * for # russia *	1
623184636777263106	@ username @ it appears their reason for threatening to expose everyone is that the site is not as secure/private as they advertise # irony *	1
623133998043152384	@ username @ it is not personal but the tagline is because rowley is a party? # irony *	1
623168589223231488	@ username @ miller obviously needs to work on his hitting. that is what babe ruth did ... # sarcasm *	1
623159804639465472	eating hot tamales because i am in a bad mood. i cope with stress so well. # sarcasm *	1
623101844026359808	thank you for ruining my day everyday 😃 # sarcasm *	1
623138489744367617	it is not easy being an editor # sarcasm * # editor problems * # cha blis * # france *	1
623189278089191424	@ username @ there is a basketball twitter? # sarcasm *	1
623153048773357568	@ username @ arrested for throwing fake $$s at blatter. if he had thrown real ones, he might have got a position in fifa! # irony *	1
623183886235901952	well, if blake & miranda cannot make it then none of us can # sarcasm *	1
623140278908555264	i wonder if the ashley madison hackers have any info on how many members are against gay marriage because they are devote christians? # irony *	1
623156131360325633	same station, same bus line, same vending machine, but a little sweeter 😉 @ username @ # irony * # sign my coke bottle *	1
623161872997556224	always remember that you are absolutely unique. just like everyone else. # irony *	1
623148823985008641	@ username @ internet/phone down  number hrs. tech did not show up in window. now,i have to wait  number  more days for next appt...#comcastic # sarcasm *	1
623096593172971520	our first beer in melbourne was fosters. are we doing australia right? # stray a * # irony * # is this iconic *	1
623186156847542272	american pharoah would have made that putt. # sarcasm * # s pie th * # the open *	1
623120330710777856	# irony * how many of these car tv shows do you watch? via @ username @	1
623160653520318465	 number  million people pursuing infidelity. i wonder how many of them believe lgbt threatens the sanctity of marriage # irony * @ username @ @ username @	1
623175193452675072	live ,laugh and eat! # irony * # goodnight *	1
623086263021764608	@ username @ and intolerant views on islamism lead to what? # irony *	1
623172604787081216	@ username @ @ username @ i wished we had another mexican or chicken finger place. # sarcasm *	1
623144716742234112	@ username @ pot using gangsters live on my street! i was terrified! i approached them and they offered me pizza! let us get them! # sarcasm *	1
623135578985467904	love it when stores have convenient bike racks. thx @ username @ @ username @ # sarcasm *	1
623085108493479937	@ username @ good morning! and you were on your way to work to make a few bucks! # irony * ha! hope you had a steamy hot golf filled weekend.	1
623181127474221056	i see clouds , does it mean rain ? 😂😂 # sarcasm *	1
623158872258142208	because such things are evil western influences, not part of our culture. # sarcasm *	1
623189473078022144	so in parallel universe altaf hussain have made some serious decision .. # sarcasm * # b hook hat lal * # thankyou pak rangers *	1
623207765171810304	@ username @ @ username @ @ username @ well would not say it is  hilarious  only ironic that people who violate trust had same done to them # irony *	1
623239614623559681	@ username @ in the tradition of my enemy's enemy is my friend, does isis therefore support the state of israel? # irony *	1
623208737550036992	@ username @ but did not you commit adultery with mary while she was married to joseph? # irony * 😆	1
623242191998205952	@ username @ @ username @ meanwhile alex's banner is of a protest which jeopardised my physical safety # irony * # nus nec * # students against nus *	1
623201399761989632	a highlight of warped tour # funny * # shirt * # irony * # warped tour * # good times *	1
623253497732038656	my road rage voice was comparable to a chinese teenager just now... # irony * # why you go slow *	1
623234106193772545	just so everyone knows we supply electrical goods for this prison 👌 # exciting * # love my job * # sarcasm *	1
623224373680427008	@ username @ @ username @ haha you just told a napoli fan that we are a family # irony *	1
623227532050042880	jessie j is taking a break from music. # irony *	1
623257306667556864	my dad the # trucker * will only call these hats summer hats. # irony *	1
623265191715667968	really!? i did not knew # sarcasm *	1
623221021122822144	omg omg omg like @ username @ just called me!!! omg i am soooooo excited!! # sarcasm * # lame *	1
623200983749754880	@ username @ is bitching about new cuba/usa diplomatic relations writing speeches against it in the computer made in communist china. # irony *	1
623225973375434753	@ username @ thanks for not rubbing it in. # sarcasm *	1
623211838155702272	@ username @ my  number p pay rise last year helped me sooooo much.. how can you say work does not pay? # sarcasm *	1
623260383416090625	thanks @ username @ for making me wait around all day for nothing on my birthday. nice. and great customer service too. # sarcasm * # ruined my b day *	1
623254574107901952	so i am planning music for tonight's mass and the reading is about pharaoh's army. i think i will lead with  come to the water . # clever * # irony *	1
623198860303663104	@ username @ was clowning @ username @ # sarcasm *	1
623210604921266176	@ username @ okay. to spare your feelings, soundchecking and being part of the full show was terrible # irony *	1
623254731901669376	wow. karma really does have a way of coming back at people # poetic justice * # irony *	1
623273198210187264	it is more important to feel good about yourself than actually know shit # sarcasm * @ username @	1
623268291918827520	# welfare bill * not being apposed,looks like the nhs & social care are going to get a whole lot busier!! q number / number  nhs!! # i am in work jeremy * # irony *	1
623244242467598336	@ username @ cheers simon!! iv seen your humour has not change!!! # sarcastic * # lowest * form of wit!!!	1
623242098955939840	this # red sox * offense is potent out of the second half gate # sarcasm *	1
623217657597292544	@ username @ so god's way is someone who does not ask for god's forgiveness? # irony *	1
623237086150295552	i finally get a break from babysitting and all i can do is just lay here and stare at the ceiling. wow this is fun. # sarcasm * # why you all work in *	1
623236514567319552	yeah i got a # smart * mouth. # sarcasm * # do your research * # why do you matter * # the streak continues * # ka bitch *	1
623228386324967425	i wish all the u.s. farmers would stop talking about their shitty corn and soybean crops, cannot hide the truth from the usda!!! # sarcasm *	1
623261713538789376	@ username @ but is not a rule that religious people never do terrible things? # sarcasm *	1
623189837118615553	i stand corrected. oosthuizen/leishman/johnson. the excitement is palpable. # sarcasm * # open championship *	1
623261807998861316	shoutout to my drivers ed classmates for teaching me that an octagon has  number  sides. how could i have been so blind? # sarcasm *	1
623232315762864128	# running * in my # nike * # free runs * ended up giving me # plant a rfa sci it is * i was then told they were the worst shoe to # run * in. # irony * @ username @	1
623232845893476353	buzzing for my driving test tomorrow # sarcasm *	1
623199089904209920	@ username @ his jokes are wonderful! # sarcasm *	1
623231830842585088	# america on point * because we need a more reactionary foreign policy. who cares about  nuance ? what is  strategy  anyway? bombs away! # irony *	1
623259162605043712	i have never been so excited and scared at the same time in my life # irony *	1
623245181324804096	@ username @ @ username @ big ol lols, can you guess what accent that was? # sarcasm * # goodluck * # good to have a dragon on your side *	1
623201595245875200	@ username @ @ username @ @ username @ @ username @ @ username @ we used to feel sorry for them! # irony *	1
623260345256153089	i wish i could stop being depressed bc it has... slighty annoying . # irony *	1
623232557665157120	trying to watch a documentary about landing ppl on mars, but tv signal keeps breaking up # irony *	1
623198107497574400	yay, another hospital gown. this one has tiny little flowers on it 😐 # flower child * # sarcasm * @…	1
623239907885084672	amazing to read countless articles written by supposed 'experts' who claim that western policy in the middle east makes sense. # irony *	1
623190622975971328	@ username @ @ username @ i love that charleston newspaper management is not responding to questions. # irony *	1
623218425951846401	crying before i go into work... this is going to be a great night. # sarcasm * # wish it was true *	1
623240073455247360	# microsoft * apparently wants # windows  number  * cortana to be fluent in british humor including # irony * & sarcasm	1
623252703561555968	is it sad to be stoked to see a girl that repeatedly says she does not want to date me? # dating * # irony * # wtf *	1
623268456192839684	best in speed reading without comprehension ......... 😂👏 # sarcasm *	1
623253298871668736	@ username @ @ username @ @ username @ oh you are hard because you sent a snapshot. # so scared * # sarcasm * # what a bitch * # na then said stop *	1
623269855823851520	the day i find out i may get a b in # tax * # class * is the day  number  cpa firms follow me. # irony *	1
623228359791804416	sad but funny. what an # irony * !	1
623200865898364928	file this under  graphic design crimes against humanity  # irony * # graphic design * # logo design *	1
623195689368076288	@ username @ just good old fashioned ordinary jihad, nothing extreme at all. # sarcasm * # chat a no oga *	1
623237343470694400	color me shocked! # sarcasm *	1
623235882628177921	@ username @ their members just will not know who to trust anymore.. # irony *	1
623263081515364352	while @ username @ was a # pow * @ username @ avoided service due to a heel spur. the @ username @ needs that kind of toughness. # sarcasm *	1
623192476455731200	batman now lecturing him about using lawful means to bring about change. # irony *	1
623203173113692160	@ username @ @ username @ your metaphors are so vivid and so poetic. you have a gift. # sarcasm *	1
623251267784208385	rubbish journey to # preston * today on a crap train. oh well at least that money for # hs  number  * is being well spent # sarcasm *	1
623205293950775296	zach johnson is a one-hit wonder. # sarcasm *	1
623249903246901248	hanley ramirez, left fielder. # sarcasm * # red sox * # angels * # bos vs an a *	1
623219889793335300	so ryback gets a staph infection last week & gets treated asap. i am sure cm punk would be pleased to know that # irony *	1
623240473549737984	@ username @ @ username @ # rehash * # s xm speedway * to add to the conspiracy mary was not a real caller she was a plant by nascar # sarcasm *	1
623229779018387456	millions of parents tonight are saying i hate the @ username @ and @ username @ for all this money in my mailbox. # socialist dream * # sarcasm * # cd n poli *	1
623191915807289346	@ username @ @ username @ @ username @ @ username @ it might be an ounce of # irony * in @ username @ 's first tweet.	1
623248645203345408	imagine black widow, fearsome femme fatale — but afraid of spiders. # irony *	1
623197704777285633	@ username @ the apocalypse is worth it! # irony *	1
623257500549185536	@ username @ none of these people get # sarcasm * very telling of cognitive deficiencies 😕 i feel # public opinion * @ username @ @ username @	1
623248613875912704	hot and dusty start today - number  # winter in gippsland * # sarcasm * # gippsland *	1
623192376278958080	grind mode engaged thanks to some help i am back on my dome # god never left me * # irony * # i * will not kill you manolo shoot that piece of ****	1
623192422655389696	your cheatin' heart will tell on you...says hank williams jr & the impact team # ashley madison * # irony *	1
623211649948893184	@ username @ go bill! stop that free market capitalist nonsense! and give my money to someone who does not work! # sarcasm *	1
623306093377163267	so excited to line up at the bir # sarcasm *	1
623309551031447552	@ username @ i did not know he had a daughter. wish he had mentioned he. # sarcasm * # bb  number  *	1
623289577281687552	@ username @ @ username @ good call! the scarecrow just commented on the rotten apples # irony *	1
623376175679864833	everyone's trying so hard to avoid being basic that they do not realize that that is what they are becoming # irony *	1
623311852643074048	@ username @ how could you say such a thing? have you ever heard of the cuban missile crisis? # sarcasm *	1
623334905292795904	@ username @ i have hard physical evidence for other things, yet people doubt it. sometimes that is not good enough # sarcasm *	1
623364971720671232	when your boyfriend's a pilot but cannot fly to see you :(( # irony * #  number  month down * #  number  days togo *	1
623334662455201792	@ username @ @ username @ it was a civil rights lawyer and his son. the son recorded what you saw in the video. # irony *	1
623338502059655168	i just love disassociating (: # sarcasm *	1
623353118726578176	tossing and turning because i do not have work at  number  am.... # sarcasm *	1
623291870383316992	finally paid off all of the medical bills for my emergency appendix surgery three years ago. best healthcare system in the world! # sarcasm *	1
623309336329109504	oh my gosh people who have come into work tonight have been just a treat to work with... # sarcasm * # today sucks * # people are dumb *	1
623281896928247808	a gun for every drone! drones have  number nd am amendment rights too! # sarcasm * # gun sense *	1
623274013876486146	just took awkward 'step & repeat' photos for which i am  number % sure i had kale in my teeth. thanks everyone i smiled at on the way in! # sarcasm *	1
623309137087234050	such a threatening part of the order for the mets # sarcasm *	1
623319055013969921	cannot somebody at @ username @ please find a way to blame this donald trump mess on president obama? # sarcasm *	1
623357732901548032	...because of* her talent and humility. # irony * # in famous grammatical errors *	1
623290328225849345	u.s. wins international mathematical olympiad for the first time in  number  years. # thankyou standardized testing * # sarcasm *	1
623305234400604160	genuine laughs 😳 # double tap * # sarcasm * # oh my god * # popular * # follow me * # laugh out loud * # genuine laughs * # hilarious * # r *	1
623364818309812224	@ username @ true . . . # irony *	1
623336402625761280	people are so damned sensitive these days. lighten up, folks. # sarcasm * # w th *	1
623285046460456960	love is so dead now. # sarcasm *	1
623342840748249088	it is funny how i grew up hating school and now that i go to x, i am happiest when i am there # irony * # take me back *	1
623312958458843136	emmmmmm, bros those of us on ground zero care. but you kno, pmb is infallible so the ppl cheer on every front # sarcasm *	1
623346079912861696	people teased the alternative kids, now everyone has tatts and piercings # irony *	1
623299010531590144	it is so great when you work hard on something only to have someone make fun of you afterwards. # sarcasm *	1
623333127956475904	another night of fantastic camerawork for # sytycd * # sarcasm * . please stop the nauseating  number s and constant angle changes. 🙏	1
623301194459516928	i had instead state my support for # uk * minorities who truly find themselves with the best of both worlds at times like this. # sarcasm * # sky news *	1
623387964631089152	cash thrown at blatter this has nothing to do with football. # irony * # b latter * # rt *	1
623365992907837440	it was a really good idea to replace rogue with kitty pryde... # days of future past the rogue cut * # get yo life * # sarcasm *	1
623380306234605568	it is alright i did not want a lie in anyways # day off * # sarcastic *	1
623396299044487168	the toilet paper that is doing all it can to get rid of your human rights. is using them to defend its hacks # irony *	1
623287914215145472	i am glad that corey with an  e  is actually getting some screentime on # men tell all * # sarcasm * # the bachelorette *	1
623300271733649408	@ username @ props to him for managing the trifecta, then. # sarcasm *	1
623313746404864001	donald # trump * is an asshole. wow. what a shock. never saw that coming. # sarcasm *	1
623313177904869376	frantically downloading true detective illegally pre flight home # irony *	1
623393141979222016	what a great start to commute from new flat... # sarcasm *	1
623322423799205889	because god forbid someone be bisexual. that’s totally a mythological sexuality. it doesn’t exist. like finding a unicorn. # sarcasm *	1
623316719633870849	when people are at my house and ask 'hey, do you have a bathroom?', i always reply 'no, sorry. we shit in the yard...' # sarcasm *	1
623357747082448896	oh, there is a new version of visual studio - i never knew! # sarcasm *	1
623381052472619008	@ username @ i liked the grabbing the bible part amusing as hell # irony *	1
623273856803868673	before i get all kumbayah, i had like to point out god or fsm do not like ugly. # take it down * # irony *	1
623291653097394176	should i be the first of my friends to  like  the myspace app on facebook? # irony * # sorry tom *	1
623382290677284864	really costco? really?! #  number  * # lgbt q * # gay rights * # san francisco * # coffee * # equal rights * # sarcasm *	1
623312770587602944	@ username @ are you stopping the christians hating somebody again? shame on you # sarcasm *	1
623313048577699840	i love this new soriano. totally reminds me of strop and marmol. great. # sarcasm * @ username @ @ username @	1
623368356507193344	@ username @ long live the postmodern individual. # sarcasm *	1
623353146853556224	it is raining in ohio?! no way! # sarcasm * # ohio weather *	1
623306490594488324	# raw * # raw kansas city * harper's attacking reigns' injured arm. how will reigns overcome these odds? # sarcasm *	1
623331424276488192	he died fighting # sarcasm *	1
623335681788489728	great # sarcasm * water is going to be out in my complex this thursday...guess i got to get out of the apartment and cut into my nap time	1
623297270256152576	@ username @ yes but your the weatherman. so your # lucky * # irony * to have a thunderously cool last name...	1
623307722436542464	bringing in avila seems like a good plan. # sarcasm *	1
623359532526252032	@ username @  libertarians  want govt to force their pro-british history curriculum on students. # irony * # a us pol * @ username @	1
623329881368104960	@ username @ @ username @ women sitting behind the men huh. at least they get chairs. # sarcasm *	1
623377998469697536	youtube banned so many vids, while those still can be watched on dm # irony *	1
623288877374173186	@ username @ @ username @ @ username @ maybe they will get the  number th pick in the mlb draft next year. # sarcasm *	1
623326742212669440	head lines # auto correct * # copy writing * # irony * # proofreading * # saudi arabia * # sub editing * # typo * # un *	1
623317262129197056	@ username @ does not this tweet negate that? # irony *	1
623329424499347456	@ username @ # sarcasm * that is what we do at # emu *	1
623301749109972992	i sure hope this is the divorce dinner... i am so done with shannon and i feel badly for david! # irony * # sympathy for cheater * # rho c * # misery *	1
623378148831404032	# ladbroke s * on @ username @ talking about giving people mental health advice! they are the because of mental stress! # irony *	1
623274684159799296	feeling equally as fantastic as this exact day. # sarcasm *	1
623298535073538048	@ username @ i think that is saturday with his bobble head actually # irony *	1
623366808712691712	blacks are the most imitated race, yet the least respected and appreciated at the same time # irony * # racism * # black * # african * # imitating * # huh *	1
623332944007065600	yes laptop, you chose the awesomest time to have hardware failure. # sarcasm *	1
623343467826032640	i am totally shocked by all of this too. # sarcasm *	1
623350005391323136	@ username @ the camera adds  number  pounds and a baby, apparently. love being in tv!!!! # sarcasm *	1
623324011779350528	juice fasts are not fast at all. time is standing still. # irony *	1
623312785699504128	cena burying up and coming talent? so out of character for him # sarcasm * # wwe raw *	1
623308343172591616	@ username @ now that the phillies are the hottest team in baseball, should they be buyers at the trade deadline? # sarcasm *	1
623352458543108097	last night i ordered a pizza while studying  obesity . # irony *	1
623525888089571332	@ username @ i forgot to add the hashtag # sarcasm *	1
623508551047057408	maturity level is at an all-time high in this squabble. # sarcasm *	1
623420407568166913	my callers are giving me a # god complex * and # sarcasm * is at an all-time high.	1
623518768954802177	gotta love when you make an appointment, get there early and still waiting to be called two hours later. # sarcasm *	1
623518626537148416	if there is anything that the nhl needs it is definitely more teams. # sarcasm *	1
623479430623571968	that is our governor, kids. kansans everywhere are bursting with pride. # sarcasm * # how much did my taxes pay for this * # ffs *	1
623481941313089536	in bridgeton. for, as it turns out, no reason whatsoever. excellent. # sarcasm * # obviously *	1
623526701482446848	# irony * when you hate drivers when running and you hate pedestrians when driving.	1
623496010287984641	country's pride is limited to cricket matches. # irony *	1
623411584120061952	@ username @ @ username @ @ username @ check the context of the original tweet before commenting. # humour * # irony *	1
